,Facility Name,Location Type,Operator,Open,Hours of Operation,Accessibility,Restroom Type,Changing Stations,Additional Notes,Website,Latitude,Longitude,Address
577,Mazzei Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.862511,-73.858204,"1000, Mace Avenue, Bronx County, The Bronx, New York, 10469, United States"
578,Playground Seventy Five,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.726381,-73.808427,"75-2, 160th Street, Pomonok, Queens, New York, 11366, United States"
579,227th Street Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.890828,-73.864062,"560, East 233rd Street, Woodlawn, Bronx County, The Bronx, New York, 10467, United States"
580,Pat Parlato Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,,,,40.577023,-73.946194,"Oriental Boulevard, Brooklyn, Kings County, New York, 11235, United States"
581,Steeplechase Park Carousel,Park,NYC Parks Concessionaire,Seasonal,Concession Operating Hours,,,,,,40.573119,-73.983244,"B&B Carousel, Riegelmann Boardwalk, Coney Island, Brooklyn, Kings County, New York, 11224, United States"
582,Columbus Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.714862,-74.000058,"42, Mulberry Street, Chinatown, Manhattan, New York County, New York, 10013, United States"
583,London Planetree Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,,,,40.685916,-73.853136,"88-02, Atlantic Avenue, Woodhaven, Queens, New York, 11416, United States"
584,"Eastchester Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/eastchester,40.870148,-73.845066,"Eastchester Library, 1385, East Gun Hill Road, Bronx County, The Bronx, New York, 10469, United States"
585,Henry Hudson Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.881056,-73.920604,"750, Kappock Street, Spuyten Duyvil, Bronx County, The Bronx, New York, 10463, United States"
586,,,,,,,,,,,,,
587,Hudson Beach Volleyball Courts & Café,Park,NYC Parks,Seasonal,,,,,,,40.802584,-73.971885,"Ellington in the park, Riverside Drive, Bloomingdale, Manhattan Community Board 7, Manhattan, New York County, New York, 10025, United States"
588,Horatio Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.758782,-73.753965,"Horatio Park, 49th Road, Queens, New York, 11364, United States"
589,Tiffany Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.824764,-73.894346,"1038, Tiffany Street, Bronx County, The Bronx, New York, 10459, United States"
590,Silver Lake Park Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.628284,-74.099015,"30, Revere Street, Sunset Hill, Staten Island, Richmond County, New York, 10301, United States"
591,Bushwick Inlet Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.721922,-73.960598,"North 10th Street, Brooklyn, Kings County, New York, 11211, United States"
592,Kennedy King Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.658699,-73.921767,"316, East 94th Street, Brooklyn Community District 17, Brooklyn, Kings County, New York, 11212, United States"
593,Coney Island Beach Zone 5b,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.572596,-73.983135,"West 16th Street, Riegelmann Boardwalk, Coney Island, Brooklyn, Kings County, New York, 11224, United States"
594,Reiff Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.718855,-73.901937,"59-25, Fresh Pond Road, Queens, New York, 11378, United States"
595,"Belmont Library and Enrico Fermi Cultural Center, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/belmont,40.854353,-73.887884,"Belmont Library and Enrico Fermi Cultural Center, 610, East 186th Street, Belmont, Bronx County, The Bronx, New York, 10458, United States"
596,"Rugby Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.bklynlibrary.org/locations/rugby,40.648628,-73.930358,"Rugby Branch Brooklyn Public Library, 1000, Utica Avenue, Brooklyn Community District 17, Brooklyn, Kings County, New York, 11203, United States"
597,Rockaway Beach 08a,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,,,,40.577933,-73.83522,"115-02, Ocean Promenade, Queens, New York, 11694, United States"
598,"New Amsterdam Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 10:00 am - 7:00 pm   
Thursday: 10:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/new-amsterdam,40.713585,-74.007871,"9, Murray Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10007, United States"
599,Mathews-Palmer Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.761216,-73.992945,"445, West 45th Street, Clinton, Manhattan Community Board 4, Manhattan, New York County, New York, 10036, United States"
600,College Point Blvd Ballfields,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.741924,-73.847963,"23, Avenue of Transportation, Queens, New York, 11368, United States"
601,Midland Beach Zone 4,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",,,,,,40.573949,-74.083588,"Father Capodanno Boulevard, Midland Beach, Staten Island, Richmond County, New York, 10305, United States"
602,Hutchinson River Parkway Gas,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.836702,-73.838373,"Citgo, Hutchinson River Greenway, Middletown, Bronx County, The Bronx, New York, 10461, United States"
603,John Jay Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",,,,,,40.769097,-73.949062,"John Jay Swimming Pool, East 78th Street Pedestrian Bridge, Upper East Side, Manhattan, New York County, New York, 10162, United States"
604,"Francis Martin Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""",,https://www.nypl.org/locations/francis-martin,40.85743,-73.909318,"Francis Martin Library, 2150, West 181st Street, University Heights, Bronx County, The Bronx, New York, 10453, United States"
605,Carl Schurz Park Main Lawn,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,,,,40.773579,-73.945039,"Carl Schurz Park, Gracie Square, Manhattan Community Board 8, Manhattan, New York County, New York, 10028, United States"
606,Locust Manor Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.685926,-73.756171,"Public School 15, 121-15, Lucas Street, Queens, New York, 11413, United States"
607,Holy Cow Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.741371,-73.776439,"Holy Cow Playground, Peck Avenue, Fresh Meadows, Queens, New York, 11365, United States"
608,,,,,,,,,,,,,
609,Clark Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.813973,-73.921217,"2712, 3rd Avenue, Bronx County, The Bronx, New York, 10454, United States"
610,Elmhurst Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.730523,-73.885101,"Elmhurst Park Vietnam Veterans Memorial, Grand Avenue, Elmhurst, Queens, New York, 11373, United States"
611,North Meadow Recreation Center,Park,NYC Parks,Year Round,7am - dusk,,,,,,40.79115,-73.959598,"North Meadow Recreation Center, 97th Street Transverse, Manhattan, New York County, New York, 10025, United States"
612,Lanett Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.599303,-73.744247,"PS 197 The Ocean School, Beach 9th Street, Queens, New York, 11691, United States"
613,Fulton Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,,,,40.679792,-73.931616,"70, Chauncey Street, Bedford-Stuyvesant, Brooklyn, Kings County, New York, 11233, United States"
614,Pelham Bay Stable,Park,NYC Parks Concessionaire,Year Round,Concession Operating Hours,,,,,,40.865923,-73.813975,"Bronx Equestrian Center, Mosholu-Pelham Greenway, Bronx County, The Bronx, New York, 10475, United States"
615,Hamilton Metz Field,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.662623,-73.94066,"687, East New York Avenue, Crown Heights, Brooklyn, Kings County, New York, 11203, United States"
616,"Pier 57 - Ground Floor, Rooftop",Park,Hudson River Park,Year Round,"6am - 1am, 7am - 10pm",Fully Accessible,,,,,40.74354,-74.010294,"Pier 57, Hudson River Greenway, Manhattan Community Board 4, Manhattan, New York County, New York, 10014, United States"
617,Levy Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.633805,-74.129123,"1390, Castleton Avenue, Port Richmond, Staten Island, Richmond County, New York, 10310, United States"
618,Taylor Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.839018,-73.866165,"1826, Guerlain Street, Bronx County, The Bronx, New York, 10460, United States"
619,Gorman Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.761939,-73.884157,"Gorman Playground Comfort Station, 85th Street, Jackson Heights, Queens, New York, 11372, United States"
620,"New Dorp Library, NYPL",Library,NYPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 10:00 am - 7:00 pm  
Thursday: 10:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/new-dorp,40.57194,-74.11196,"New Dorp Library, 309, New Dorp Lane, New Dorp, Staten Island, Richmond County, New York, 10306, United States"
621,,,,,,,,,,,,,
622,Rockaway Beach 06b,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",,,,,,40.58297,-73.817549,"Boardwalk, Rockaway Beach, Queens County, New York, 11693, United States"
623,Ferry Point Park Zone 4,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.820172,-73.826276,"500, Hutchinson River Parkway, Bronx County, The Bronx, New York, 10465, United States"
624,McDonald Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.601157,-73.97217,"360, Avenue S, Brooklyn, Kings County, New York, 11223, United States"
625,Potomac Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.682054,-73.944239,"172, Macon Street, Bedford-Stuyvesant, Brooklyn, Kings County, New York, 11216, United States"
626,575 Fifth Avenue POPS,Privately Owned Public Space,575 Fifth Associates,Year Round,Everyday 7:00 am-12:00 am,Fully Accessible,Multi-Stall W/M Restrooms,Yes,,,40.756276,-73.978243,"575 Fifth Avenue, 575, 5th Avenue, Manhattan Community Board 5, Manhattan, New York County, New York, 10017, United States"
627,"Spring Creek Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/spring-creek,40.653218,-73.885868,"12143, Flatlands Avenue, Brooklyn, Kings County, New York, 11207, United States"
628,"Middle Village Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/middle-village,40.712942,-73.880861,"Metro Plaza Condo, Metropolitan Avenue, Middle Village, Queens, New York, 11415, United States"
629,Schmul Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.590111,-74.187877,"25, Pearson Street, Travis, Staten Island, Richmond County, New York, 10314, United States"
630,"DeKalb Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/dekalb,40.694825,-73.9284,"DeKalb Library, 790, Bushwick Avenue, Brooklyn, Kings County, New York, 11221, United States"
631,Queensboro Oval Indoor Tennis,Park,NYC Parks Concessionaire,Seasonal,Concession Operating Hours,,,,,,40.759246,-73.960029,"Ed Koch Queensboro Bridge Upper Level, Roosevelt Island, Manhattan Community Board 8, Manhattan, New York County, New York, 10155, United States"
632,"McGoldrick Library, QPL",Library,QPL,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,Multi-Stall All Gender Restrooms,"""Yes, in single-stall all gender restroom only""","Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/mcgoldrick,40.763759,-73.809835,"Mcgoldrick, 155-06, Roosevelt Avenue, Flushing, Queens, New York, 11354, United States"
633,Fulton St (A-C) MTA Restroom,Transit,NYCT,Year Round,"Bathrooms are open from 7 a.m.-7 p.m., with a one-hour closure for cleaning from 12 noon-1 p.m.",,,,MTA station with bathrooms located outside of fare gates and open to the wider public,https://new.mta.info/agency/new-york-city-transit/bathrooms,40.710532,-74.009096,"Fulton Center, 200, Broadway, Whitehall, Manhattan Community Board 1, Manhattan, New York County, New York, 10038, United States"
634,,,,,,,,,,,,,
635,McLaughlin Park,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.696674,-73.986049,"255, Cathedral Place, Dumbo, Brooklyn, Kings County, New York, 11201, United States"
636,Mt Prospect Park Playground,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.672159,-73.965872,"140, Eastern Parkway, Prospect Heights, Brooklyn, Kings County, New York, 11238, United States"
637,Magenta Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.87355,-73.867834,"3300, Olinville Avenue, Williams Bridge, Bronx County, The Bronx, New York, 10467, United States"
638,Cunningham Park Zone 1,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,,,,40.726692,-73.775443,"Cunningham Park Playground, 193rd Street, Terrace Heights, Queens, New York, 11366, United States"
639,Lower Highland Playground,Park,NYC Parks,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,,,,40.684039,-73.885802,"Jamaica Avenue & Elton Street, Jamaica Avenue, Cypress Hills, Brooklyn, Kings County, New York, 11207, United States"
640,"Saratoga Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/saratoga,40.684818,-73.915134,"Saratoga Branch Brooklyn Public Library, 8, Thomas S. Boyland Street, Ocean Hill, Brooklyn, Kings County, New York, 11233, United States"
641,"Borough Park Library, BPL",Library,BPL,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	CLOSED
Sunday	12 pm to 5 pm",Partially Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/borough-park,40.638897,-73.989005,"Brooklyn Public Library, 1265, 43rd Street, Borough Park, Brooklyn, Kings County, New York, 11219, United States"
642,,,,,,,,,,,,,
643,Rockaway Beach 07b,Park,NYC Parks,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,,,,40.580565,-73.826117,"Caracas Arepa Bar, 106-01, Shore Front Parkway, Rockaway Beach, Queens, New York, 11693, United States"
